University,Program,Degree,Entrance Semester,Decision,Decision Date,GPA,GRE Verbal,GRE Writing,GRE,Date Added,Notes
University Of Minnesota,I/O Psychology,PhD,F21,Rejected,2021-03-24,,,,,2021-03-24,
University Of Minnesota,Industrial Organizational Psychology,PhD,F21,Rejected,2021-03-24,,,,,2021-03-24,Check Portal
University Of Toronto,Clinical Psychology,Masters,F21,Rejected,2021-03-24,,,,,2021-03-24,
New York University,Psychology,Masters,F21,Accepted,2021-03-24,3.92,,,,2021-03-24,"Not admitted to Ph.D. program so referred to M.A. Psychology. Super exciting but so, so expensive! Not sure what to do now!"
University Of Rhode Island,Clinical Psychology,PhD,F21,Rejected,2021-03-24,,,,,2021-03-24,Got the email today letting me know I've been rejected. The only school I interviewed with and was 4th on the waitlist so was expecting but still a bummer to hear. What a tough application season but I wish everyone the best!
Penn State University,Clinical Psychology,PhD,F21,Rejected,2021-03-24,,,,,2021-03-24,all the spots for the child track have been filled. this is my 3rd waitlist rejection in a week and i feel so hopeless rn :(
University Of Southern California,School Psychology,PhD,F21,Interview,,,,,,2021-03-24,Has anyone heard back from the University of South Carolina/have any updates on the decision timeline? (esp. if your POI coordinated interview day) thanks! :)
University Of Minnesota,Industrial Organizational Psychology,PhD,F21,Rejected,2021-03-24,,,,,2021-03-24,
New York University,Social Psychology,PhD,F21,Rejected,2021-03-24,,,,,2021-03-24,Denied from Ph.D. but accepted into the Master's program. No funding :(
Rice University,Industrial Organizational Psychology,PhD,F21,Rejected,2021-03-22,,,,,2021-03-24,
Idaho State University,Clinical Psychology,PhD,F21,Accepted,2021-03-23,3.96,,,,2021-03-24,I'm super excited about this program!
University Of Minnesota - Twin Cities,Industrial Organizational Psychology,PhD,F21,Rejected,2021-03-24,,,,,2021-03-24,Email to check portal
Penn State (Pennsylvania State University),Industrial Organizational Psychology,PhD,F21,Rejected,2021-03-24,3.85,153,4.00,145,2021-03-24,"Never really got replies to my inquiry emails a few months after submitting my application, so this was mostly expected to happen."
Marshall University,Psychology Emphasis School Psychology,Masters,F21,Accepted,2021-03-23,3.22,153,4.00,150,2021-03-24,
Penn State (Pennsylvania State University),Industrial Organizational Psychology,PhD,F21,Rejected,2021-03-24,,,,,2021-03-24,Over 800 applications this year
University Of Detroit Mercy,Clinical Psychology,PhD,F21,Accepted,2021-03-23,,,,,2021-03-24,Accepted off the waitlist and was notified I filled the last spot (18 credit tuition remission).  Excited!
University Of Texas At Dallas,Psychology,Masters,F21,Accepted,2021-03-08,,,,,2021-03-24,No interview. I released this offer today and I hope that helps someone who is anticipating an acceptance!
University Of Toronto,Clinical And Counselling Psychology,Masters,F21,Rejected,2021-03-23,,,,,2021-03-23,Got email to check portal
University Of Toronto - OISE,Clinical And Counselling Psychology,Masters,F21,Rejected,2021-03-23,,,,,2021-03-23,MA in Clinical and Counselling Psychology at OISE. Received email to check admissions portal for update on application.
University Of Toronto Scarborough,Clinical Psychology,Masters,F21,Rejected,2021-03-22,,,,,2021-03-23,"Received an email notification that my application was rejected, along with official letter of rejection"
University Of Missouri,School Psychology,PhD,F21,Accepted,2021-03-23,,,,,2021-03-23,Just declined my offer of admission. Hope this helps someone on the waitlist!
Cal Lutheran University,Clinical Psychology,PsyD,F21,Accepted,2021-03-23,,,,,2021-03-23,Received an email notifying me that my decision letter was in my portal.
Azusa Pacific University,Clinical Psychology,PsyD,F21,Interview,,,,,,2021-03-23,Has anyone who interviewed in February heard back from APU recently?
San Diego State University (SDSU),Psychology,Masters,F21,Wait listed,,3.60,,,,2021-03-23,"Congrats to those who were accepted! Notified of waitlist today, this is my first choice and I'm hoping to make it in! If you were accepted but don't plan on attending please please let them know!"
Please Read The Note,Clinical Psychology,Other,F21,Accepted,2021-03-23,,,,,2021-03-23,"REMINDER: this page is for results only! There is a forum for discussions, link sharing, PI sharing, etc. Please respect this system. 
https://forum.thegradcafe.com/topic/123959-fall-2021-clinical-counseling-phdpsyd/page/133/#comments"
Idaho State University,Clinical Psychology,PhD,F21,Accepted,2021-03-23,,,,,2021-03-23,TTPB: I was the one who released my offer and it was for SL. Hope this helps you!! Best of Luck :)
McGill University,Educational Psychology (General),Masters,F21,Rejected,2021-03-23,,,,,2021-03-23,:(
Idaho State University,Clinical Psychology,PhD,F21,Wait listed,,,,,,2021-03-23,"To the poster who released their ISU offer, who was your PI? I'm currently waiting to get off the waitlist for SL."
University Of Toronto,OISE - Counselling And Clinical Psychology,Masters,F21,Rejected,2021-03-23,,,,,2021-03-23,This was not my first choice program and I should have never applied to more than one but I thought I'd share when I was rejected to inform others.
Wake Forest University,Psychology,Masters,F21,Wait listed,,,,,,2021-03-23,
Wake Forest University,Psychology,Masters,F21,Wait listed,,,,,,2021-03-23,
University Of Toronto,Masters Of Education Developmental Psychology,Masters,F21,Accepted,2021-03-23,3.30,,,,2021-03-23,Undergrad at UofT and got accepted to my second choice at OISE
McGill University,Counseling Psychology,Masters,F21,Rejected,2021-03-23,,,,,2021-03-23,MA Project rejection. Canadian applicant.
University Of Guelph,Clinical Child And Adolescent Psychology,Masters,F21,Accepted,2021-02-17,,,,,2021-03-23,
University Of Guelph,Clinical Child And Adolescent Psychology,Masters,F21,Accepted,2021-02-18,,,,,2021-03-23,
University Of Southern California,Clinical Psychology,PhD,F21,Rejected,2021-03-23,,,,,2021-03-23,"told to check portal with full rejection notification, not surprised as I didn't interview"
Washington State University,Clinical Psychology,PhD,F21,Rejected,2021-03-23,,,,,2021-03-23,"one line rejection email, figured as much as I didn't interview"
"Southern Illinois University, Carbondale",Clinical Psychology,PhD,F21,Interview,,,,,,2021-03-23,Has anyone heard from Southern Illinois recently?
University Of Texas At Arlington,Experimental Psychology,PhD,F21,Accepted,2021-03-03,3.73,,,,2021-03-23,
"Long Island University, CW Post",Clinical Psychology,PsyD,F21,Interview,,,,,,2021-03-23,"Will be participating in a group interview tonight, 3/23."
Yeshiva University,School Psychology,PsyD,F21,Wait listed,,,,,,2021-03-23,Had my interview on Feb 9 & was put on the waitlist March 8. I should have a decision regarding my status on or before April 15.
University Of British Columbia,Counselling Psychology,Masters,S21,Accepted,2021-03-10,,,,,2021-03-23,"M.Ed., July 2021 start."
University Of Toronto OISE,MEd Developmental Psychology And Education,Masters,F21,Accepted,2021-03-23,,,,,2021-03-23,Got my acceptance letter today for the MEd program and I'm extremely thrilled. I also applied for the MEd in Counselling & Psychotherapy so I'm still waiting for a response from that program. I'm pretty sure I will end up accepting the DPE program.
"Baruch College, CUNY",Industrial Organizational Psychology,PhD,F21,Wait listed,,,,,,2021-03-23,
Penn State University,Clinical Psychology,PhD,F21,Accepted,2021-03-23,,,,,2021-03-23,Accepted off the waitlist! Accepted the offer already for Child Track
McGill University,Counseling Psychology,PhD,F21,Rejected,2021-03-23,,,,,2021-03-23,
Northwestern University,Clinical Psychology,Masters,F21,Interview,,,,,,2021-03-23,"To the person below asking about interviews, I am still anxiously waiting to hear back."
Alliant University,Clinical Psychology,PsyD,F21,Interview,,,,,,2021-03-23,To the poster below: which campus were you accepted into? Thanks!
University Of Toronto,Counselling And Clinical Psychology,Masters,F21,Rejected,2021-03-23,3.80,,,,2021-03-23,Canadian applicant. Received an email saying to check the admissions website.
McGill University,Counseling Psychology,Masters,F21,Rejected,2021-03-23,,,,,2021-03-23,"MA project thesis route, Canadian application. Rejected by email. Odd as the supervisor was, I thought, a great match."
Columbia University,Counseling Psychology,Masters,F21,Rejected,2021-03-22,,,,,2021-03-23,Rejected without interview. Not entirely surprised but still disappointing.
"Teachers College, Columbia University",School Psychology,Masters,F21,Accepted,2021-03-22,,,,,2021-03-23,Ed.M
University Of Texas At Austin,Clinical Psychology,PhD,F21,Rejected,2021-03-23,,,,,2021-03-23,Automated email to check portal. I interviewed here in February. CB.
Idaho State University,Clinical Psychology,PhD,F21,Accepted,2021-03-23,,,,,2021-03-23,Released my offer to ISU! Hopefully this helps someone on the waitlist :)
George Mason University,Industrial Organizational Psychology,PhD,F21,Rejected,2021-03-22,,,,,2021-03-23,Email to check portal
"Teachers College, Columbia University",Counseling Psychology,Masters,F21,Accepted,2021-03-19,3.26,,,,2021-03-23,No interview. $13k in funding
University Of Arizona,Psychology,PhD,F21,Rejected,2021-03-23,,,,,2021-03-23,
University Of Denver,Clinical Psychology,PsyD,F21,Wait listed,,,,,,2021-03-23,Interviewed back in February and received an email to check my status last week. I honestly thought I got rejected so it was a relief to be waitlisted. Does anyone have any info on how often they take people off the waitlist or if itâ€™s possible to learn your rank? Iâ€™d imagine end of March / first few days of April will be the primary days to be chosen as most accepted applicants will have to make their decisions by then.
Alliant International University,Clinical Psychology,PsyD,F21,Accepted,2021-03-22,,,,,2021-03-22,
San Francisco State University (SFSU),Developmental Psychology,Masters,F21,Accepted,2021-03-22,3.50,,,,2021-03-22,Got an acceptance letter email from the department
The Wright Institute,Clinical Psychology,PsyD,F21,Accepted,2021-03-22,,,,,2021-03-22,
Nova Southeastern University,Clinical Psychology,PsyD,F21,Wait listed,,3.91,,,,2021-03-22,Waitlisted
Simon Fraser University,Educational Psychology,Masters,F21,Interview,,,,,,2021-03-22,I was contacted by email this afternoon for a â€œphone conversationâ€ to discuss my â€œinterest in the program and address any questionsâ€.
Loyola University Maryland,Clinical Psychology,PsyD,F21,Accepted,2021-03-22,,,,,2021-03-22,Emailed to check portal for acceptance off of the waitlist - will be releasing the offer as I had accepted my first choice already! Hope this helps someone - great program!
University Of Tulsa,Clinical Psychology,PhD,F21,Interview,,,,,,2021-03-22,"I also haven't heard anything regarding waitlist, acceptance, or rejection. My PI was EN"
McGill University,Educational Psychology,Masters,F21,Accepted,2021-03-19,,,,,2021-03-22,"Got accepted a few days ago, but will likely be declining. Originally applied to the MA stream but was contacted and asked if I would be interested in the MEd stream because there weren't enough supervisors. I intend to pursue my PhD in school/applied child psychology so I need a thesis-based program and the research  courses offered aren't enough to build a competitive application (plus non-existent opportunities for funding)."
University Of Baltimore,Applied Psychology Concentration In Industrial/Organizational Psychology,Masters,F21,Accepted,2021-03-08,,,,,2021-03-22,
Rice University,Industrial Organizational Psychologytrial Organizational Psychology,PhD,F21,Rejected,2021-03-22,3.83,,,,2021-03-22,Email to check portal for an update. Update provided letter of rejection.
University Of Tulsa,Clinical Psychology,PhD,F21,Interview,,,,,,2021-03-22,"To the previous poster: can you please post your PI? I haven't heard from my PI at all since Jan, don't even know if I'm waitlisted because they won't respond and I'd like to know if I should move on already."
Carlow University,Counseling Psychology,PsyD,F21,Accepted,2021-03-22,,,,,2021-03-22,Email from program director with offer of admission.
